mentor_domain_id,mentor_id,reg_date_mentor,region_id_mentor,mentee_id,region_id_mentee,session_id,session_date_time,session_status
10,27236,2024-06-15 21:07:49,10,22491,0,3472,2023-04-18 05:47:14,canceled
4,9561,2024-01-20 21:51:26,6,29795,0,4712,2022-07-20 02:47:34,finished
6,9265,2024-09-11 13:44:59,1,5498,5,4896,2023-02-16 13:57:22,canceled
9,18520,2024-01-17 16:22:07,2,24823,3,2560,2024-11-04 11:48:01,finished
9,119,2024-06-28 13:10:37,3,18041,10,4468,2020-06-13 04:59:17,finished
9,16472,2024-09-22 10:17:44,10,20509,6,8413,2022-12-19 14:52:38,canceled
1,25382,2024-04-11 04:32:28,5,8285,0,5748,2022-06-23 19:51:31,canceled
7,15753,2024-03-07 06:15:33,3,21178,5,9983,2022-05-04 02:08:43,finished
3,26929,2024-08-12 19:28:01,2,19315,9,2442,2020-02-23 16:12:30,finished
2,23216,2024-01-13 03:38:13,3,2123,6,9840,2020-12-20 02:06:16,finished
1,8142,2024-10-02 07:59:20,4,28325,9,7843,2024-03-13 03:43:21,finished
10,17693,2024-09-01 21:42:04,6,26562,4,3245,2023-02-05 20:25:00,finished
6,12613,2024-02-06 20:19:29,6,19433,2,6441,2021-01-27 07:03:12,canceled
10,163,2024-07-25 02:26:41,7,12646,3,7645,2020-02-28 20:44:34,finished
10,13082,2024-11-08 07:16:46,1,12644,6,7603,2023-04-09 15:26:03,canceled
3,5808,2024-04-05 23:46:31,3,10119,10,6588,2022-09-26 21:50:24,finished
6,20121,2024-02-23 18:21:56,5,25680,8,1624,2023-11-25 20:06:06,finished
8,15379,2024-03-15 21:03:57,3,22122,4,4288,2023-01-07 22:07:38,canceled
2,28188,2024-01-09 04:09:49,3,3381,9,2522,2021-02-26 06:53:47,finished
6,4466,2024-05-31 02:59:40,2,11248,5,3452,2023-04-27 01:15:28,canceled
7,17735,2024-07-10 05:17:13,9,8084,0,4813,2022-04-06 11:59:11,finished
1,7471,2024-08-13 06:06:57,10,22490,4,6303,2020-02-07 05:11:28,finished
3,18369,2024-07-01 03:23:15,1,8180,4,6017,2023-10-01 09:38:01,finished
9,16880,2024-02-14 22:15:35,9,19454,1,3817,2020-04-09 18:35:37,canceled
10,25254,2024-02-22 17:51:05,9,28746,3,8036,2020-08-22 03:56:04,canceled
3,28053,2024-07-20 22:20:12,6,8849,8,9199,2020-04-30 21:07:27,canceled
2,21713,2024-05-30 08:32:29,1,25453,8,2200,2023-02-11 11:07:22,finished
10,25568,2024-09-15 22:54:53,6,8344,6,9529,2022-01-25 00:01:57,finished
2,16555,2024-01-07 02:37:48,7,21573,3,9549,2023-06-07 16:52:21,canceled
3,29884,2024-05-02 19:08:59,6,4618,1,8779,2023-09-09 16:56:39,finished
9,29021,2024-03-20 03:44:25,4,795,7,6746,2024-09-26 06:17:45,finished
2,6987,2024-11-03 06:14:51,7,17950,0,8896,2022-07-09 07:00:38,finished
5,1280,2024-09-20 10:19:26,5,27955,7,3071,2020-03-17 10:29:13,canceled
8,26692,2024-07-16 19:15:40,6,26622,5,6459,2021-04-10 20:10:30,canceled
1,29344,2024-04-02 00:14:30,2,8952,5,9021,2022-03-26 07:55:10,finished
8,6820,2024-01-02 04:15:32,10,4477,3,2241,2024-07-01 01:13:23,canceled
5,19541,2024-03-07 01:02:49,6,4764,9,2596,2020-12-12 04:29:34,canceled
8,22421,2024-05-10 14:55:58,1,22092,3,9653,2024-03-07 10:22:59,finished
8,12306,2024-06-07 16:25:16,5,28490,3,8799,2021-06-12 21:44:14,finished
7,7772,2024-04-19 02:16:14,7,9030,2,6356,2023-09-28 09:34:52,finished
10,27357,2024-04-04 14:46:18,1,23166,8,8651,2022-12-03 18:35:57,canceled
7,23790,2024-01-09 23:03:28,1,20328,5,2517,2023-08-19 08:33:54,canceled
9,22168,2024-10-18 13:10:46,8,11611,10,7988,2021-08-27 09:24:02,finished
10,27633,2024-07-22 03:12:51,3,17561,6,1303,2024-02-11 16:07:10,finished
9,20296,2024-01-08 21:10:37,8,11886,8,7814,2024-07-21 13:22:13,canceled
6,14535,2024-05-03 16:07:53,2,29625,5,6305,2023-11-14 23:37:51,finished
2,5359,2024-01-18 05:01:52,3,661,10,3193,2023-07-02 07:00:38,canceled
4,1251,2024-10-05 11:20:56,6,19503,8,9417,2023-12-25 01:10:55,finished
9,14112,2024-02-13 23:47:44,6,18095,5,7162,2023-04-28 08:01:34,finished
10,6928,2024-01-15 15:14:31,6,1183,7,4081,2024-04-25 23:33:39,canceled
5,602,2024-07-18 23:35:33,9,5719,4,3016,2021-09-05 15:51:49,canceled
3,3380,2024-08-23 10:04:58,8,6012,3,1529,2022-10-17 02:46:04,finished
4,6746,2024-08-20 20:08:01,2,23683,0,6167,2020-06-28 11:33:52,finished
2,21289,2024-02-20 14:25:35,7,18336,10,3280,2024-09-03 19:00:30,canceled
9,17479,2024-07-07 12:57:24,4,2215,1,6819,2020-07-07 13:20:06,finished
5,21180,2024-04-16 01:44:57,3,2825,6,1902,2022-12-31 07:47:09,canceled
3,15807,2024-09-27 05:01:18,8,10371,9,6111,2022-02-06 12:56:01,canceled
4,5769,2024-05-06 19:47:55,5,28861,8,2971,2020-07-31 03:09:36,canceled
3,949,2024-04-09 07:17:34,1,29624,2,9000,2023-09-14 14:59:34,finished
9,27687,2024-09-06 01:14:21,2,9001,2,7433,2022-12-19 17:34:14,canceled
3,18788,2024-06-19 21:53:19,8,8396,6,1447,2024-04-04 20:36:29,canceled
5,12209,2024-07-31 05:59:03,9,4887,6,8130,2022-03-22 00:22:30,finished
1,17436,2024-10-28 00:32:36,8,3352,5,1596,2021-07-28 14:43:27,canceled
8,29119,2024-06-08 10:42:46,10,16101,4,8954,2024-08-25 11:19:37,canceled
4,20286,2024-04-11 04:15:54,7,25214,4,5090,2022-07-01 04:05:50,canceled
9,775,2024-01-14 17:20:55,6,21549,10,6826,2021-02-03 06:38:24,canceled
3,9984,2024-05-18 09:06:09,10,28015,3,3624,2021-09-04 11:41:00,canceled
7,1653,2024-01-24 08:37:16,9,3798,6,7423,2022-06-23 00:48:37,canceled
4,15068,2024-07-12 07:25:33,6,11302,4,2980,2020-07-21 15:53:39,finished
2,23301,2024-03-29 07:36:58,7,234,4,9585,2023-11-10 22:43:11,canceled
6,23618,2024-07-05 13:56:37,1,13580,1,4632,2021-07-02 01:52:13,finished
9,6760,2024-08-05 11:57:38,3,3900,10,1800,2020-12-25 15:15:26,canceled
2,28598,2024-02-21 21:08:22,2,2046,0,1634,2020-04-19 22:34:07,finished
1,4631,2024-07-08 00:58:38,10,3288,6,3691,2022-03-03 04:41:14,finished
7,2253,2024-04-06 21:25:44,4,27117,10,9512,2023-07-04 01:18:58,finished
5,16135,2024-06-02 01:42:48,6,16780,10,5361,2024-04-11 14:10:46,finished
5,20283,2024-07-02 09:59:00,5,28996,5,3498,2023-12-03 20:56:24,canceled
9,20862,2024-07-21 15:33:03,1,29484,8,6926,2020-03-27 00:01:59,finished
7,45,2024-02-05 08:29:18,2,13146,1,8126,2021-03-10 14:20:33,finished
4,26620,2024-01-16 03:45:57,8,4712,3,5415,2024-04-29 05:49:58,finished
9,4231,2024-04-30 07:45:53,10,14521,8,9326,2024-02-04 21:02:27,canceled
2,13875,2024-10-18 13:11:39,1,21804,1,4764,2021-06-20 19:37:18,canceled
1,21316,2024-02-26 08:07:46,4,15026,7,4337,2022-02-02 14:50:23,finished
8,11821,2024-09-03 20:10:35,7,17095,1,7489,2022-10-25 18:07:27,finished
6,13480,2024-05-27 01:33:28,9,9753,10,5187,2023-04-20 14:25:13,canceled
8,20637,2024-03-16 22:36:02,7,2143,2,9733,2020-07-22 22:07:56,canceled
8,1224,2024-08-21 11:31:38,1,11060,4,3153,2023-08-23 16:07:49,finished
9,20736,2024-01-24 10:38:18,3,3775,7,3522,2022-02-01 14:11:53,finished
7,21714,2024-06-10 09:33:45,7,29192,2,8617,2020-04-23 05:06:14,canceled
3,3083,2024-03-19 15:42:45,1,13652,10,1275,2021-06-29 09:33:59,finished
10,562,2024-06-02 13:45:20,3,2013,1,9114,2023-05-24 22:04:38,finished
10,2923,2024-02-24 03:19:48,1,4588,8,2939,2024-03-04 15:10:07,canceled
10,8072,2024-01-08 12:11:40,9,22337,5,6751,2024-08-30 22:11:41,canceled
4,8648,2024-08-10 21:29:21,4,27355,0,5125,2024-08-01 09:14:11,finished
8,5156,2024-02-28 18:38:26,10,19114,3,1004,2020-10-04 07:02:44,canceled
3,29829,2024-10-29 04:29:41,1,5981,4,7889,2022-05-20 00:52:53,finished
6,29875,2024-06-22 08:49:09,6,5143,1,1311,2021-12-31 04:26:48,finished
7,19787,2024-09-21 15:35:16,10,5563,0,6935,2024-06-01 07:42:44,finished
3,24347,2024-08-24 11:47:54,6,22882,0,7929,2021-03-24 19:12:10,finished
8,29285,2024-10-27 20:59:44,7,26802,0,8529,2022-09-27 18:26:10,finished
8,18369,2024-02-26 08:05:52,10,25578,8,3112,2021-10-16 01:15:38,finished
2,23465,2024-06-03 09:13:04,2,28011,1,3403,2024-08-21 12:51:02,finished
2,27528,2024-06-03 20:08:00,2,18182,4,9871,2023-06-10 19:51:18,finished
1,15796,2024-10-27 15:09:42,2,20454,1,4649,2022-06-24 10:04:27,finished
2,9632,2024-10-03 09:01:39,10,15244,0,2896,2024-03-16 04:16:24,finished
4,1786,2024-02-27 05:54:56,5,28905,6,8357,2024-01-27 13:47:41,finished
2,2586,2024-03-23 11:41:35,10,10880,5,3827,2023-01-09 11:16:49,finished
3,8821,2024-04-11 04:45:29,2,24987,6,7099,2024-10-07 19:08:34,canceled
4,18682,2024-11-08 06:48:17,8,6022,10,1117,2023-08-27 01:23:27,finished
4,8316,2024-07-22 08:55:51,4,29979,10,2942,2024-04-10 11:54:31,finished
9,27399,2024-07-06 03:11:04,8,11946,0,8673,2024-02-23 08:56:16,finished
8,13526,2024-05-25 04:41:07,1,11724,1,8466,2024-01-28 15:39:23,canceled
8,1809,2024-04-09 18:08:28,10,3930,3,7904,2023-10-21 13:11:00,finished
7,9547,2024-06-20 04:54:16,8,29184,3,2503,2020-06-14 03:10:55,finished
5,10758,2024-09-21 22:57:05,1,19033,5,9870,2023-12-22 07:12:13,finished
3,24395,2024-03-06 02:38:14,2,25114,2,5765,2023-12-03 23:30:26,canceled
6,15053,2024-07-10 05:47:22,10,6541,5,4157,2024-06-29 04:44:54,finished
10,8806,2024-10-24 08:35:25,9,4763,9,7587,2021-03-22 03:41:33,finished
8,2455,2024-03-26 08:58:56,7,26753,0,7272,2020-06-18 18:32:30,canceled
8,2211,2024-02-26 00:14:45,3,19251,2,5923,2023-10-12 04:16:58,finished
5,27573,2024-02-03 14:31:30,9,2583,0,1598,2024-05-14 15:05:20,finished
10,12225,2024-05-10 18:08:30,1,8050,4,9703,2021-07-16 22:01:03,finished
10,6741,2024-04-12 04:30:34,8,737,9,9610,2022-04-28 13:25:55,finished
10,21859,2024-03-09 22:22:07,5,15089,10,2733,2024-02-11 10:37:07,canceled
10,1108,2024-02-18 02:25:51,7,20737,3,2766,2023-02-03 07:17:17,canceled
2,21228,2024-08-17 03:12:01,10,28952,8,9186,2020-01-24 15:53:14,finished
9,893,2024-10-12 06:29:30,1,22571,2,5676,2020-02-07 21:20:12,canceled
1,15471,2024-04-26 08:49:04,7,23393,1,4202,2022-05-10 20:02:03,finished
1,5679,2024-10-22 19:47:03,7,29584,2,1405,2024-10-25 18:10:28,finished
5,26291,2024-08-26 10:15:47,9,21693,6,1729,2021-01-24 18:56:21,canceled
3,18850,2024-04-16 17:39:15,3,28748,10,1080,2022-10-19 19:26:12,finished
4,25151,2024-11-01 09:57:24,2,11188,6,7169,2023-03-28 12:51:58,canceled
4,15137,2024-02-17 20:17:27,5,22010,9,5919,2020-11-08 03:15:43,finished
10,8371,2024-10-14 21:31:31,4,28435,9,8913,2024-11-07 01:02:10,finished
9,6356,2024-08-06 04:27:01,3,22231,2,8530,2022-12-16 15:53:36,finished
10,10111,2024-04-02 04:14:05,8,8994,0,7021,2022-03-12 01:49:00,finished
4,6641,2024-04-26 09:28:43,4,10716,6,3514,2021-12-23 22:08:30,canceled
9,24264,2024-04-01 10:16:25,7,5478,3,1631,2022-12-14 20:30:31,canceled
4,10794,2024-05-07 22:22:22,10,21435,8,9893,2024-07-21 01:19:58,canceled
1,11391,2024-07-12 15:21:00,1,26907,7,6235,2024-05-11 11:47:53,finished
2,24892,2024-01-13 01:54:25,9,9385,2,2961,2021-10-22 01:31:06,canceled
3,23453,2024-11-08 02:40:42,3,29813,5,9864,2023-10-17 03:43:59,canceled
7,20223,2024-08-14 18:16:39,4,6534,0,2072,2023-11-28 06:44:04,canceled
8,25565,2024-04-15 11:50:08,3,20884,1,6076,2024-10-08 22:40:32,canceled
9,17891,2024-10-10 14:40:48,1,11757,10,4927,2023-06-02 23:19:13,canceled
3,28435,2024-02-20 11:47:00,5,28926,6,4733,2020-01-26 06:22:08,finished
2,26410,2024-09-23 12:14:40,5,11306,0,2154,2024-09-14 21:43:23,finished
5,4969,2024-08-04 06:19:08,8,10909,6,1888,2020-04-25 20:58:56,finished
8,7088,2024-01-02 11:34:46,9,23471,4,6547,2024-01-25 08:33:54,canceled
7,12900,2024-02-17 02:29:39,3,28798,10,1145,2021-11-09 08:34:39,canceled
6,2053,2024-08-22 19:39:10,4,12998,0,6287,2021-12-05 11:58:45,canceled
8,13119,2024-02-01 05:23:24,7,17037,7,3223,2020-02-13 13:32:17,canceled
8,3686,2024-04-26 05:02:23,1,7724,3,4174,2022-04-25 09:51:15,finished
7,19372,2024-10-17 14:29:51,1,4463,10,3634,2022-12-18 03:01:17,canceled
9,9140,2024-05-31 16:35:00,5,15240,5,3053,2024-06-12 07:25:23,finished
10,3771,2024-01-11 23:32:52,10,27507,9,4494,2020-04-01 14:31:39,canceled
9,25144,2024-06-04 11:11:10,2,23895,9,2297,2023-09-06 01:20:04,finished
1,7546,2024-10-11 02:25:50,10,15461,3,9981,2024-02-06 20:56:38,finished
6,19040,2024-09-22 05:31:44,5,27949,9,6699,2021-01-08 18:13:09,canceled
9,26259,2024-03-01 14:51:21,5,11226,10,1066,2024-01-22 00:00:55,finished
8,24730,2024-08-11 21:08:57,9,21875,5,9784,2021-12-06 13:09:04,finished
10,18571,2024-02-21 14:49:00,9,13003,10,4677,2022-03-21 09:36:35,canceled
3,7219,2024-05-10 06:08:55,8,23533,6,5321,2020-08-10 22:35:17,finished
6,11406,2024-02-03 16:35:53,6,12550,0,9199,2023-04-01 09:04:05,canceled
1,9088,2024-08-12 11:42:16,7,4379,5,5934,2023-04-25 03:25:58,finished
8,11468,2024-06-10 01:19:53,5,25258,1,4693,2023-03-27 16:10:06,canceled
10,13327,2024-03-10 15:26:57,4,8827,1,3346,2021-12-25 07:04:16,finished
9,16875,2024-03-28 21:07:45,6,2962,3,5063,2023-07-12 05:41:05,canceled
6,10478,2024-04-08 10:53:32,4,3823,1,8868,2023-06-08 18:16:34,canceled
10,10590,2024-10-23 01:07:13,10,15006,7,6502,2024-09-23 07:10:16,canceled
2,17016,2024-08-26 10:03:35,5,27458,9,2374,2023-02-01 21:18:42,canceled
3,24029,2024-11-04 12:38:22,7,26789,9,5991,2024-10-13 16:56:18,finished
1,17846,2024-05-21 00:59:17,5,17974,6,5958,2022-11-27 08:54:38,canceled
3,17582,2024-06-03 15:44:24,2,5834,0,3383,2022-11-18 16:40:39,canceled
6,28901,2024-07-19 10:54:50,8,21352,3,9533,2023-05-28 18:26:57,finished
4,19416,2024-02-27 05:55:03,7,607,8,9763,2020-11-27 19:43:39,finished
4,1124,2024-04-06 18:56:18,4,18626,8,7883,2023-05-21 05:26:01,canceled
10,29460,2024-01-08 19:36:01,4,24309,5,7241,2020-04-30 16:11:11,finished
2,22373,2024-06-03 04:13:00,8,21784,6,1226,2021-04-23 07:41:05,finished
5,19828,2024-01-02 04:49:19,10,18836,0,3908,2024-02-17 16:38:21,finished
1,5744,2024-06-25 06:06:40,10,25005,9,8013,2021-10-31 05:20:45,canceled
5,2244,2024-02-05 03:01:48,10,10367,9,9970,2024-04-01 17:28:36,finished
6,4551,2024-04-12 18:23:17,5,28276,3,3639,2023-07-18 17:46:18,finished
8,25254,2024-03-14 10:51:41,3,9232,10,6360,2022-03-23 12:04:52,finished
5,12229,2024-01-06 18:36:47,7,27500,10,1775,2024-03-20 18:23:43,finished
4,22966,2024-05-05 13:39:42,4,14162,3,1251,2021-03-15 17:30:10,finished
9,9886,2024-07-29 08:28:08,7,29789,8,9121,2020-12-13 06:17:42,canceled
9,13736,2024-02-07 11:52:22,6,17809,10,2491,2024-02-19 15:46:26,finished
4,2300,2024-05-24 04:50:56,6,18992,9,4072,2021-03-21 02:44:40,finished
9,162,2024-03-16 17:54:45,7,23681,5,5670,2022-09-15 20:34:30,canceled
6,12130,2024-10-23 18:31:47,4,29253,9,3041,2023-01-13 12:44:37,finished
5,20704,2024-06-21 23:31:50,8,1664,3,1819,2023-07-24 22:20:56,canceled
7,11608,2024-02-05 02:33:47,4,23480,2,2055,2022-08-20 02:23:59,finished
7,8146,2024-04-01 15:08:58,3,18471,10,8040,2024-02-07 17:44:49,finished
5,6536,2024-10-07 02:16:42,5,28988,2,6441,2020-12-15 21:11:54,finished
2,20842,2024-07-12 20:11:20,7,12511,2,2450,2022-07-25 12:02:15,finished
9,22013,2024-07-20 19:35:57,8,5742,9,7860,2022-01-30 09:22:12,canceled
10,13513,2024-04-30 11:12:52,4,396,6,5433,2020-03-30 16:08:27,canceled
4,28287,2024-02-19 07:30:39,7,14672,1,6772,2024-09-11 11:02:28,finished
10,12163,2024-07-14 02:16:14,10,10810,10,9149,2020-05-23 13:29:48,finished
8,15690,2024-02-28 10:10:15,7,20661,8,7135,2021-09-04 21:31:06,finished
8,344,2024-01-22 13:12:06,4,22703,1,4593,2024-08-30 21:36:41,finished
6,27471,2024-10-26 21:56:32,4,25371,9,1201,2021-01-09 11:51:22,canceled
3,23305,2024-08-13 03:43:47,8,5018,3,1934,2024-01-24 06:04:43,canceled
1,22533,2024-03-23 08:54:06,5,5596,7,3424,2020-04-19 08:48:31,canceled
1,3420,2024-10-23 08:51:11,2,27955,9,8738,2024-01-29 01:48:09,finished
3,10529,2024-10-08 15:42:03,8,28625,5,1566,2022-08-21 13:22:57,finished
3,14805,2024-06-24 19:17:28,8,24908,6,9658,2022-01-31 05:25:29,finished
10,11606,2024-07-16 04:12:14,4,24824,5,7902,2020-06-11 21:38:35,finished
1,4874,2024-06-30 11:08:14,9,2686,6,4900,2022-01-18 06:56:07,finished
10,13610,2024-05-23 02:54:54,5,25821,6,4014,2023-09-14 06:01:12,canceled
4,1888,2024-03-22 12:01:27,4,3097,3,1081,2024-02-08 20:18:35,canceled
1,2676,2024-09-03 16:17:40,8,6920,10,7616,2020-01-12 07:13:34,finished
5,4183,2024-03-27 13:29:51,2,11703,3,1660,2021-08-26 01:42:57,finished
8,26541,2024-09-07 17:43:17,7,842,7,3355,2023-06-15 05:14:51,canceled
5,24660,2024-08-24 10:16:10,5,28850,3,4152,2023-02-23 07:00:40,finished
4,3323,2024-06-21 23:53:45,4,21604,5,3385,2024-07-12 07:31:20,canceled
8,3516,2024-03-01 11:16:04,9,4332,2,3533,2022-04-13 00:03:56,finished
6,21324,2024-10-10 23:54:14,7,23747,10,4800,2022-06-11 15:23:58,finished
6,15051,2024-02-05 20:16:08,4,16228,10,3686,2023-03-29 02:01:49,finished
5,4809,2024-01-24 22:21:36,6,14302,7,4733,2022-01-14 20:46:43,finished
7,23030,2024-08-21 04:19:33,4,28152,9,8346,2024-05-24 13:51:18,canceled
1,16537,2024-03-26 16:04:04,6,22097,6,2538,2023-01-10 05:43:25,finished
2,27560,2024-01-04 21:50:25,3,14632,8,1695,2020-02-26 20:37:42,finished
4,5772,2024-09-08 18:11:28,9,14325,4,1333,2022-05-07 10:47:01,finished
1,92,2024-02-13 16:59:22,3,16933,9,5154,2024-08-03 15:47:56,finished
8,23544,2024-11-03 12:13:55,2,2880,8,7459,2024-10-10 18:07:16,finished
4,9657,2024-08-04 21:24:26,3,15965,0,4130,2023-08-08 17:00:41,canceled
10,5514,2024-03-01 07:28:10,2,2047,2,7793,2024-09-13 19:53:47,finished
1,15277,2024-06-19 02:14:16,1,24157,1,5842,2020-02-05 20:55:43,canceled
7,10249,2024-04-09 21:06:03,10,23329,10,4616,2021-09-12 13:16:41,finished
2,21480,2024-03-18 12:26:16,5,697,0,4913,2022-08-21 01:14:54,finished
5,12206,2024-01-19 22:34:21,3,9507,6,9237,2022-04-16 13:35:50,canceled
8,12569,2024-01-16 00:32:18,1,20708,9,7760,2020-07-21 04:30:11,canceled
10,3775,2024-09-08 15:21:17,7,9600,8,6675,2020-05-18 13:26:21,finished
4,5754,2024-01-21 02:40:58,8,4530,6,9350,2021-11-12 08:27:11,canceled
9,23788,2024-10-14 09:53:12,3,14739,8,9423,2022-06-28 16:13:03,canceled
7,23734,2024-07-30 08:02:53,2,27680,5,3326,2020-10-18 23:01:57,finished
5,27248,2024-07-07 20:02:21,1,6134,3,2472,2024-08-13 14:55:05,canceled
4,12696,2024-02-05 07:39:59,9,29648,7,4775,2023-02-16 23:36:19,finished
2,1489,2024-10-06 21:36:26,6,2908,4,4175,2024-09-06 07:26:10,finished
10,26658,2024-03-22 19:30:02,7,10234,5,3687,2020-06-11 12:08:10,canceled
9,5955,2024-08-08 05:55:52,2,7753,9,5494,2024-05-11 05:04:16,finished
8,4491,2024-03-06 15:37:33,4,20709,3,3913,2020-04-24 13:56:55,finished
5,29835,2024-05-21 13:55:03,4,2912,0,7717,2023-12-19 02:03:37,canceled
7,27990,2024-04-07 14:53:21,6,27412,2,1641,2020-02-05 20:29:49,finished
4,4903,2024-10-01 11:13:38,8,22458,2,2562,2022-03-25 00:52:09,finished
5,23796,2024-06-03 11:34:51,5,24597,0,5986,2021-11-12 04:44:45,canceled
10,26557,2024-06-10 04:20:04,1,7495,6,5462,2024-08-06 05:03:52,finished
8,17673,2024-04-19 18:31:55,8,24602,7,7674,2021-09-10 12:12:47,canceled
4,25094,2024-08-30 17:31:52,7,8551,5,7982,2021-01-31 18:12:07,finished
6,26760,2024-05-08 07:50:21,6,1364,3,6126,2024-10-08 10:57:56,finished
10,16329,2024-02-20 10:08:48,1,28438,7,9393,2024-04-09 08:16:19,canceled
10,21976,2024-02-16 23:01:47,2,1436,5,4352,2021-02-10 18:16:53,finished
6,10019,2024-09-10 14:56:10,7,8620,2,9321,2021-03-01 05:51:46,finished
2,28089,2024-01-04 08:08:48,9,2172,4,5240,2020-06-05 06:04:27,finished
5,1815,2024-09-06 06:31:41,10,27158,10,5898,2022-02-11 15:11:52,canceled
4,18773,2024-10-23 10:39:22,9,10333,3,9311,2021-09-25 12:33:47,canceled
10,17590,2024-02-27 04:06:52,5,18814,4,8954,2024-07-27 23:43:52,canceled
9,6093,2024-09-13 14:21:54,10,26699,8,5813,2020-02-13 12:11:46,canceled
6,17252,2024-03-19 05:20:08,7,17142,7,1618,2024-09-13 04:13:17,finished
9,20104,2024-04-10 23:22:58,10,5227,3,1806,2024-03-05 01:38:34,finished
1,2642,2024-05-06 12:27:09,3,275,3,1173,2024-02-09 19:57:19,canceled
1,26063,2024-03-09 04:30:54,8,1526,7,7862,2024-01-24 11:05:38,canceled
5,5899,2024-03-19 10:21:18,9,593,8,7659,2020-06-09 20:32:27,canceled
5,10521,2024-07-30 10:49:53,6,19214,4,2322,2021-03-15 15:16:27,canceled
6,7091,2024-06-06 12:56:27,1,13784,7,8405,2022-07-22 01:41:04,finished
2,20374,2024-01-28 13:26:38,2,14097,4,3244,2021-03-20 06:16:00,finished
1,8709,2024-09-09 16:45:35,10,20773,0,4285,2024-07-28 09:09:19,canceled
10,4513,2024-05-11 08:44:29,2,19913,5,2814,2023-08-14 21:40:04,finished
3,11060,2024-05-26 16:49:58,1,6069,9,2884,2020-08-03 10:48:37,canceled
5,11125,2024-08-15 01:39:51,6,18616,9,4567,2023-01-02 15:12:38,canceled
8,10283,2024-11-08 06:24:01,4,21590,7,7349,2021-09-30 02:08:31,finished
2,22799,2024-01-03 15:36:44,9,14783,1,2090,2022-08-22 05:18:50,canceled
6,23186,2024-10-22 17:24:49,10,10646,7,5029,2023-03-20 13:30:08,canceled
6,10196,2024-10-18 00:10:32,5,21680,3,7398,2023-04-22 06:25:44,canceled
4,17687,2024-01-16 10:53:27,9,5751,7,5533,2023-03-10 22:43:07,canceled
6,28633,2024-02-06 14:39:53,8,4105,2,2480,2021-03-10 04:46:05,canceled
2,8823,2024-02-25 16:46:55,9,14973,3,2909,2022-01-03 02:36:38,canceled
3,16800,2024-08-28 00:36:51,1,11405,9,1974,2024-02-09 10:19:11,canceled
4,21826,2024-07-31 21:15:38,8,14620,1,7656,2021-03-10 09:56:20,canceled
8,7550,2024-04-21 10:30:27,3,27983,5,9614,2023-07-12 10:11:17,finished
5,1338,2024-04-05 00:48:02,3,10118,5,6411,2024-10-31 10:06:10,canceled
10,11600,2024-04-08 08:43:42,2,10956,1,9430,2024-04-22 18:42:53,canceled
3,23239,2024-05-15 17:26:37,4,1551,3,8273,2021-12-15 03:07:50,finished
9,17647,2024-09-19 10:55:45,10,3756,6,3255,2024-04-24 22:56:32,canceled
7,5347,2024-07-19 13:32:29,5,25401,9,6015,2022-05-15 13:16:25,canceled
8,19371,2024-05-13 22:44:19,7,3120,9,3894,2023-01-24 18:37:45,finished
8,21385,2024-01-19 21:17:13,6,10391,9,7954,2022-02-27 17:49:45,canceled
1,9832,2024-05-04 14:53:31,9,28854,4,4250,2022-09-24 07:09:06,canceled
4,25076,2024-10-05 19:59:09,8,16399,8,2562,2024-05-02 14:04:23,canceled
3,3140,2024-02-03 16:46:41,4,17792,0,3503,2022-02-22 07:39:26,canceled
3,26223,2024-07-17 21:14:12,6,29146,1,1704,2020-05-02 08:32:13,finished
7,28215,2024-09-30 05:05:14,5,9633,9,8883,2021-10-05 23:02:57,canceled
2,23864,2024-08-09 23:52:46,5,6776,8,2230,2024-06-18 01:28:43,finished
10,15864,2024-08-23 12:41:31,4,25649,8,4483,2024-10-01 08:27:56,canceled
7,508,2024-07-25 03:32:33,8,7377,0,9274,2021-10-19 22:39:36,finished
9,27574,2024-10-22 17:03:08,4,4466,0,5149,2021-10-31 13:40:58,canceled
5,12875,2024-03-09 15:52:18,8,10883,2,6012,2020-12-23 02:46:54,canceled
9,2228,2024-10-31 15:18:29,2,19054,9,9635,2020-01-04 08:28:47,canceled
1,6531,2024-05-20 17:54:08,8,26749,4,6923,2020-04-04 07:37:02,finished
10,10753,2024-06-22 20:50:25,6,12959,2,3200,2023-10-05 23:08:49,canceled
3,27083,2024-07-17 13:20:13,1,56,8,1465,2022-09-21 23:05:15,finished
2,7583,2024-04-13 00:39:32,10,24279,3,9509,2022-07-04 04:03:23,canceled
9,20255,2024-05-21 18:56:30,6,2188,3,9519,2024-05-06 12:41:57,canceled
9,27236,2024-02-22 13:57:17,8,7811,1,5778,2020-01-19 06:17:29,finished
1,20166,2024-02-15 03:59:23,7,10748,4,9569,2021-09-06 20:50:22,canceled
10,10023,2024-04-11 10:26:19,8,8024,2,1432,2020-04-26 08:44:52,canceled
5,16745,2024-06-09 22:27:10,9,29778,6,2687,2023-02-27 17:19:21,canceled
5,11878,2024-03-31 20:57:31,9,23466,1,1519,2024-09-24 05:34:37,canceled
1,23163,2024-04-02 18:40:53,2,2500,7,6838,2020-02-11 03:52:55,finished
3,5583,2024-04-04 13:49:10,1,27085,0,3282,2020-11-23 00:08:33,canceled
5,10959,2024-09-08 04:53:15,8,13363,3,3073,2022-06-11 16:03:21,finished
10,19482,2024-01-15 14:39:11,7,2748,2,8856,2023-03-03 16:32:25,canceled
